episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/grad_gnorm,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
1.4855999946594238,-2.0,-0.6791199922561646,270.2,1,4,11440,11440,False,5,11,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-27-49,1677248869,2.6009504795074463,30.800029039382935,142608,gabriel-ubuntu,192.168.0.106,30.800029039382935,0,11,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0]","[111, 257, 459, 441, 83]",10.08,3174.489,2.514,11440,11440,4192,4192,11120,19,73.275,76.69999999999999,0.0,0.019635923,0.0005,3.094655990600586,2.249528169631958,3.2696502208709717,-0.013810142874717712
1.4855999946594238,-2.0,-0.4384666581948598,328.1666666666667,1,4,12480,12480,False,6,12,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-27-52,1677248872,2.763813018798828,33.56384205818176,142608,gabriel-ubuntu,192.168.0.106,33.56384205818176,0,12,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638]","[111, 257, 459, 441, 83, 618]",12.396,2581.572,2.025,12480,12480,4608,4608,12240,21,72.6,76.925,0.0,0.0071753273,0.0005,3.2136125564575195,2.9049782752990723,3.40347957611084,0.007503338158130646
1.600000023841858,-2.0,-0.14725713218961442,309.85714285714283,1,4,13520,13520,False,7,13,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-27-54,1677248874,2.5272598266601562,36.09110188484192,142608,gabriel-ubuntu,192.168.0.106,36.09110188484192,0,13,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858]","[111, 257, 459, 441, 83, 618, 200]",10.872,2943.32,2.351,13520,13520,5024,5024,13360,23,71.56666666666666,76.93333333333334,0.0,0.012487449,0.0005,3.2172327041625977,2.4405605792999268,3.3735179901123047,-0.01710517704486847
1.600000023841858,-2.0,0.026711119545830622,392.55555555555554,2,4,14560,14560,False,9,14,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-27-57,1677248877,2.7077090740203857,38.798810958862305,142608,gabriel-ubuntu,192.168.0.106,38.798810958862305,0,14,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967]","[111, 257, 459, 441, 83, 618, 200, 677, 687]",12.128,2638.446,2.021,14560,14560,5440,5440,14480,25,73.975,77.4,0.0,0.00801142,0.0005,3.2720630168914795,3.0568575859069824,3.4023072719573975,-0.0089145228266716
1.600000023841858,-2.0,0.026711119545830622,392.55555555555554,0,4,15600,15600,False,9,15,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-00,1677248880,2.608283758163452,41.40709471702576,142608,gabriel-ubuntu,192.168.0.106,41.40709471702576,0,15,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967]","[111, 257, 459, 441, 83, 618, 200, 677, 687]",11.125,2876.351,2.974,15600,15600,5856,5856,15600,27,73.80000000000001,77.575,0.0,0.009751716,0.0005,3.2668344974517822,2.970263719558716,3.410158634185791,0.013806231319904327
1.600000023841858,-2.0,0.026711119545830622,392.55555555555554,0,4,16640,16640,False,9,16,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-02,1677248882,2.637293577194214,44.04438829421997,142608,gabriel-ubuntu,192.168.0.106,44.04438829421997,0,16,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967]","[111, 257, 459, 441, 83, 618, 200, 677, 687]",11.856,2698.972,2.17,16640,16640,6272,6272,16160,28,73.375,77.8,0.0,0.008230439,0.0005,3.2878737449645996,2.96525502204895,3.4138290882110596,-0.016510769724845886
1.600000023841858,-2.0,0.06887273354963823,479.54545454545456,2,4,17680,17680,False,11,17,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-05,1677248885,2.511141538619995,46.555529832839966,142608,gabriel-ubuntu,192.168.0.106,46.555529832839966,0,17,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874]",9.504,3366.967,1.82,17680,17680,6688,6688,17280,30,71.86666666666667,77.96666666666665,0.0,0.004649035,0.0005,3.3181989192962646,3.0621213912963867,3.4233858585357666,-0.0060195475816726685
1.600000023841858,-2.0,0.06887273354963823,479.54545454545456,0,4,18720,18720,False,11,18,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-08,1677248888,2.6757726669311523,49.23130249977112,142608,gabriel-ubuntu,192.168.0.106,49.23130249977112,0,18,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874]",9.809,3262.257,1.913,18720,18720,7104,7104,18400,32,71.375,78.0,0.0,0.004071442,0.0005,3.333338737487793,3.0549161434173584,3.4554693698883057,-0.002058185636997223
1.600000023841858,-2.0,0.06887273354963823,479.54545454545456,0,4,19760,19760,False,11,19,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-10,1677248890,2.5449955463409424,51.77629804611206,142608,gabriel-ubuntu,192.168.0.106,51.77629804611206,0,19,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874]",11.547,2771.17,2.154,19760,19760,7520,7520,19520,34,73.025,78.175,0.0,0.0029287194,0.0005,3.319333076477051,2.966163158416748,3.4832210540771484,0.003906957805156708
1.600000023841858,-2.0,0.034436366774819115,739.7727272727273,11,4,20800,20800,False,22,20,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-13,1677248893,2.7039453983306885,54.48024344444275,142608,gabriel-ubuntu,192.168.0.106,54.48024344444275,0,20,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",10.075,3176.112,1.959,20800,20800,7936,7936,20640,36,74.975,78.325,0.0,0.0024161239,0.0005,3.337676525115967,3.110644578933716,3.448038339614868,0.003084726631641388
1.600000023841858,-2.0,0.034436366774819115,739.7727272727273,0,4,21840,21840,False,22,21,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-16,1677248896,2.791079521179199,57.27132296562195,142608,gabriel-ubuntu,192.168.0.106,57.27132296562195,0,21,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",12.918,2477.078,2.066,21840,21840,8352,8352,21760,38,74.375,78.675,0.0,0.0031750763,0.0005,3.3290035724639893,3.158472776412964,3.4361798763275146,0.005360521376132965
1.600000023841858,-2.0,0.0329391334367835,751.0869565217391,1,4,22880,22880,False,23,22,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-19,1677248899,3.097425937652588,60.368748903274536,142608,gabriel-ubuntu,192.168.0.106,60.368748903274536,0,22,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",9.236,3464.658,1.828,22880,22880,8768,8768,22880,40,81.375,78.85,0.0,0.009554497,0.0005,3.3396527767181396,3.174851894378662,3.444807767868042,0.02408437430858612
1.600000023841858,-2.0,0.0329391334367835,751.0869565217391,0,4,23920,23920,False,23,23,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-22,1677248902,2.610457420349121,62.97920632362366,142608,gabriel-ubuntu,192.168.0.106,62.97920632362366,0,23,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",10.342,3094.114,1.957,23920,23920,9184,9184,23440,41,74.4,78.9,0.0,0.006241809,0.0005,3.3004987239837646,3.1534786224365234,3.417722702026367,0.013478368520736694
1.600000023841858,-2.0,0.0329391334367835,751.0869565217391,0,4,24960,24960,False,23,24,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-25,1677248905,3.2747395038604736,66.25394582748413,142608,gabriel-ubuntu,192.168.0.106,66.25394582748413,0,24,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",14.688,2178.633,2.902,24960,24960,9600,9600,24560,43,81.38,79.6,0.0,0.0026873564,0.0005,3.2651238441467285,3.1357052326202393,3.3622124195098877,0.007274746894836426
1.600000023841858,-2.0,0.03156666954358419,761.4583333333334,1,4,26000,26000,False,24,25,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-29,1677248909,3.7673699855804443,70.02131581306458,142608,gabriel-ubuntu,192.168.0.106,70.02131581306458,0,25,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",18.928,1690.576,2.788,26000,26000,10016,10016,25680,45,82.85999999999999,80.1,0.0,0.0022705444,0.0005,3.2652714252471924,3.147902250289917,3.350907325744629,-0.003975190222263336
1.600000023841858,-2.0,0.03156666954358419,761.4583333333334,0,4,27040,27040,False,24,26,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-33,1677248913,4.520789623260498,74.54210543632507,142608,gabriel-ubuntu,192.168.0.106,74.54210543632507,0,26,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",27.722,1154.301,4.662,27040,27040,10432,10432,26800,47,93.42857142857143,82.38571428571427,0.0,0.005318243,0.0005,3.2308664321899414,3.0970664024353027,3.3232593536376953,-0.0048764050006866455
1.600000023841858,-2.0,0.03156666954358419,761.4583333333334,0,4,28080,28080,False,24,27,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-36,1677248916,3.1545021533966064,77.69660758972168,142608,gabriel-ubuntu,192.168.0.106,77.69660758972168,0,27,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",14.088,2271.504,2.191,28080,28080,10848,10848,27920,49,82.475,82.475,0.0,0.00236203,0.0005,3.203561305999756,3.0852925777435303,3.289940118789673,0.0034569501876831055
1.600000023841858,-2.0,0.03156666954358419,761.4583333333334,0,4,29120,29120,False,24,28,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-40,1677248920,3.458831310272217,81.1554388999939,142608,gabriel-ubuntu,192.168.0.106,81.1554388999939,0,28,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",18.361,1742.798,2.923,29120,29120,11264,11264,29040,51,87.05999999999999,83.12,0.0,0.004312325,0.0005,3.2028391361236572,3.1178131103515625,3.296998977661133,0.010991469025611877
1.600000023841858,-2.0,0.07227200508117676,750.04,1,4,30160,30160,False,25,29,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-44,1677248924,3.869616985321045,85.02505588531494,142608,gabriel-ubuntu,192.168.0.106,85.02505588531494,0,29,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476]",15.176,2108.584,3.408,30160,30160,11680,11680,30160,53,88.06666666666666,82.95,0.0,0.0023818999,0.0005,3.165043354034424,3.008180618286133,3.284954786300659,-0.0008034482598304749
1.600000023841858,-2.0,0.0769629677136739,763.5555555555555,2,4,31200,31200,False,27,30,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-47,1677248927,2.9194090366363525,87.9444649219513,142608,gabriel-ubuntu,192.168.0.106,87.9444649219513,0,30,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984, 0.2712000012397766, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476, 865, 1000]",13.199,2424.497,2.395,31200,31200,12096,12096,30720,54,80.25,82.725,0.0,0.0026234947,0.0005,3.1582846641540527,3.046353578567505,3.2231414318084717,0.004769623279571533
1.600000023841858,-2.0,0.0769629677136739,763.5555555555555,0,4,32240,32240,False,27,31,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-49,1677248929,2.3935155868530273,90.33798050880432,142608,gabriel-ubuntu,192.168.0.106,90.33798050880432,0,31,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984, 0.2712000012397766, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476, 865, 1000]",9.279,3448.581,1.77,32240,32240,12512,12512,31840,56,71.025,82.575,0.0,0.0083103785,0.0005,3.135586738586426,3.0342977046966553,3.206692695617676,0.01909632980823517
1.600000023841858,-2.0,0.09185333847999573,775.9,3,4,33280,33280,False,30,32,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-52,1677248932,2.3781473636627197,92.71612787246704,142608,gabriel-ubuntu,192.168.0.106,92.71612787246704,0,32,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984, 0.2712000012397766, 0.0, 0.0, 0.0, 0.6776000261306763]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476, 865, 1000, 1000, 1000, 661]",9.782,3271.425,1.922,33280,33280,12928,12928,32960,58,71.03333333333335,83.06666666666668,0.0,0.010398556,0.0005,3.1248669624328613,2.9977993965148926,3.2366859912872314,0.02790091186761856
1.600000023841858,-2.0,0.023612504824995995,759.5625,2,4,34320,34320,False,32,33,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-54,1677248934,2.256520986557007,94.97264885902405,142608,gabriel-ubuntu,192.168.0.106,94.97264885902405,0,33,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984, 0.2712000012397766, 0.0, 0.0, 0.0, 0.6776000261306763, -2.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476, 865, 1000, 1000, 1000, 661, 29, 1000]",9.132,3504.288,1.837,34320,34320,13344,13344,34080,60,68.9,82.80000000000001,0.0,0.015924597,0.0005,3.0793166160583496,2.9382524490356445,3.2009592056274414,0.10168545693159103
1.600000023841858,-2.0,0.023612504824995995,759.5625,0,4,35360,35360,False,32,34,450eefbaaaf54e1f8d1a01a05b48cbbe,2023-02-24_11-28-57,1677248937,3.2653419971466064,98.23799085617065,142608,gabriel-ubuntu,192.168.0.106,98.23799085617065,0,34,525b1_00000,"[-2.0, 1.4855999946594238, -2.0, 1.1188000440597534, -2.0, 0.7648000121116638, 1.600000023841858, 0.6452000141143799, 0.6259999871253967, 0.26440000534057617, 0.25279998779296875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0492000579833984, 0.2712000012397766, 0.0, 0.0, 0.0, 0.6776000261306763, -2.0, 0.0]","[111, 257, 459, 441, 83, 618, 200, 677, 687, 868, 874, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 476, 865, 1000, 1000, 1000, 661, 29, 1000]",16.365,1955.375,2.941,35360,35360,13760,13760,35200,62,81.92,83.28,0.0,0.0035640022,0.0005,3.058791399002075,2.9582221508026123,3.156459331512451,-0.004561953246593475
